address,district,nhood,proj_size,built,tenure,units,blocks,floors,bedrooms,developer
18 Woodsville Close · 357799,D13,Toa Payoh,Small (101 units),18 Jun 2015,Freehold,101,1,14,"1, 2, 3",S P Setia International (S) Pte Ltd
