address,district,nhood,proj_size,built,tenure,units,blocks,floors,bedrooms,developer
26 Woodsville Close · 357774,D13,Toa Payoh,Small (110 units),2012 (11 years),99 years,110,2,,"2, 3",Yishun Property Pte Ltd (Fraser Centrepoint Homes)
