address,district,nhood,proj_size,built,tenure,units,blocks,floors,bedrooms,developer
1 Pheng Geck Avenue · 348196,D13,Toa Payoh,Small (214 units),07 Apr 2016,99 years,214,1,B1,"1, 2, 3",Santarli Realty Pte Ltd
