date,block,beds,psf,area,price
2015-11-01,10,1,1533,484,742000
2015-11-01,10,1,1551,441,684000
2015-11-01,10,3,1396,840,1173000
2015-11-01,10,3,1361,840,1143000
2015-11-01,10,2,1413,581,821000
2015-11-01,10,2,1413,581,821000
2015-11-01,10,1,1465,441,646000
2015-11-01,10,1,1465,441,646000
2015-11-01,10,2,1413,581,821000
2015-11-01,10,2,1413,581,821000
2015-11-01,10,1,1465,441,646000
2015-11-01,10,3,1446,775,1121000
2015-11-01,10,1,1539,484,745000
2015-11-01,10,1,1574,441,694000
2015-11-01,10,3,1402,840,1178000
2015-11-01,10,3,1367,840,1148000
2015-11-01,10,2,1420,581,825000
2015-11-01,10,2,1420,581,825000
2015-11-01,10,1,1472,441,649000
2015-11-01,10,1,1472,441,649000
2015-11-01,10,2,1420,581,825000
2015-11-01,10,2,1420,581,825000
2015-11-01,10,1,1472,441,649000
2015-11-01,10,3,1395,775,1081000
2015-11-01,10,1,1512,527,797000
2015-11-01,10,1,1545,484,748000
2015-11-01,10,1,1565,441,690000
2015-11-01,10,3,1408,840,1183000
2015-11-01,10,3,1373,840,1153000
2015-11-01,10,2,1427,581,829000
2015-11-01,10,2,1427,581,829000
2015-11-01,10,1,1478,441,652000
2015-11-01,10,1,1478,441,652000
2015-11-01,10,2,1427,581,829000
2015-11-01,10,2,1427,581,829000
2015-11-01,10,3,1401,775,1086000
2015-11-01,10,1,1518,527,800000
2015-11-01,10,1,1548,485,751000
2015-11-01,10,1,1571,441,693000
2015-11-01,10,3,1414,840,1188000
2015-11-01,10,3,1379,840,1158000
2015-11-01,10,2,1434,581,833000
2015-11-01,10,2,1434,581,833000
2015-11-01,10,1,1485,441,655000
2015-11-01,10,2,1434,581,833000
2015-11-01,10,1,1485,441,655000
2015-11-01,10,3,1408,775,1091000
2015-11-01,10,1,1521,528,803000
2015-11-01,10,3,1462,775,1133000
2015-11-01,10,1,1558,484,754000
2015-11-01,10,1,1578,441,696000
2015-11-01,10,3,1385,840,1163000
2015-11-01,10,2,1441,581,837000
2015-11-01,10,1,1492,441,658000
2015-11-01,10,2,1441,581,837000
2015-11-01,10,2,1441,581,837000
2015-11-01,10,1,1492,441,658000
2015-11-01,10,3,1414,775,1096000
2015-11-01,10,1,1529,527,806000
2015-11-01,10,3,1467,775,1137000
2015-11-01,10,1,1564,484,757000
2015-11-01,10,1,1585,441,699000
2015-11-01,10,3,1426,840,1198000
2015-11-01,10,3,1390,840,1168000
2015-11-01,10,2,1448,581,841000
2015-11-01,10,2,1448,581,841000
2015-11-01,10,1,1499,441,661000
2015-11-01,10,1,1499,441,661000
2015-11-01,10,2,1448,581,841000
2015-11-01,10,1,1499,441,661000
2015-11-01,10,3,1421,775,1101000
2015-11-01,10,1,1535,527,809000
2015-11-01,10,3,1472,775,1141000
2015-11-01,10,1,1570,484,760000
2015-11-01,10,1,1592,441,702000
2015-11-01,10,2,1454,581,845000
2015-11-01,10,1,1506,441,664000
2015-11-01,10,2,1454,581,845000
2015-11-01,10,2,1454,581,845000
2015-11-01,10,1,1541,527,812000
2015-11-01,10,3,1477,775,1145000
2015-11-01,10,1,1576,484,763000
2015-11-01,10,1,1599,441,705000
2015-11-01,10,2,1440,839,1208000
2015-11-01,10,3,1402,840,1178000
2015-11-01,10,2,1461,581,849000
2015-11-01,10,1,1512,441,667000
2015-11-01,10,3,1434,775,1111000
2015-11-01,10,1,1544,528,815000
2015-11-01,10,3,1483,775,1149000
2015-11-01,10,1,1579,485,766000
2015-11-01,10,1,1605,441,708000
2015-11-01,10,2,1468,581,853000
2015-11-01,10,2,1468,581,853000
2015-11-01,10,2,1468,581,853000
2015-11-01,10,1,1552,527,818000
2015-11-01,10,1,1488,775,1153000
2015-11-01,10,1,1589,484,769000
2015-11-01,10,1,1612,441,711000
2015-11-01,10,2,1452,839,1218000
2015-11-01,10,2,1475,581,857000
2015-11-01,10,2,1475,581,857000
2015-11-01,10,1,1526,441,673000
2015-11-01,10,2,1475,581,857000
2015-11-01,10,2,1475,581,857000
2015-11-01,10,3,1446,775,1121000
2015-11-01,10,1,1558,527,821000
2015-11-01,10,3,1493,775,1157000
2015-11-01,10,2,1595,484,772000
2015-11-01,10,1,1619,441,714000
2015-11-01,10,2,1458,839,1223000
2015-11-01,10,3,1420,840,1193000
2015-11-01,10,2,1482,581,861000
2015-11-01,10,2,1482,581,861000
2015-11-01,10,1,1533,441,676000
2015-11-01,10,3,1453,775,1126000
2015-11-01,10,1,1561,528,824000
2015-11-01,10,2,1048,883,925000
2015-11-01,10,3,1046,1152,1205000
2015-11-01,12,1,1474,420,619000
2015-11-01,12,2,1398,753,1053000
2015-11-01,12,1,1481,420,622000
2015-11-01,12,1,1481,420,622000
2015-11-01,12,1,1481,420,622000
2015-11-01,12,1,1481,420,622000
2015-11-01,12,1,1481,420,622000
2015-11-01,12,1,1488,420,625000
2015-11-01,12,1,1516,527,799000
2015-11-01,12,2,1416,807,1143000
2015-11-01,12,2,1412,754,1065000
2015-11-01,12,2,1420,753,1069000
2015-11-01,12,1,1525,528,805000
2015-11-01,12,2,1423,754,1073000
2015-11-01,12,2,1426,807,1151000
2015-11-01,12,2,1423,754,1073000
2015-11-01,12,2,1431,807,1155000
2015-11-01,12,2,1428,754,1077000
2015-11-01,12,2,1436,807,1159000
2015-11-01,12,2,1441,753,1085000
2015-11-01,12,1,1545,420,649000
2015-11-01,12,2,1451,807,1171000
2015-11-01,12,2,1452,753,1093000
2015-11-01,12,1,1552,420,652000
2015-11-01,8,4,1257,1508,1895000
2015-11-01,8,4,1284,1529,1963000
2015-11-01,8,4,1288,1464,1886000
2015-11-01,8,3,1351,1152,1556000
2015-11-01,8,4,1321,1464,1934000
2015-11-01,8,3,1356,1206,1635000
2015-11-01,4,2,1432,829,1187000
2015-11-01,4,3,1384,1108,1534000
2015-11-01,4,3,1437,829,1191000
2015-11-01,4,3,1388,1109,1539000
2015-11-01,4,2,1441,829,1195000
2015-11-01,4,3,1397,1109,1549000
2015-11-01,4,2,1451,829,1203000
2015-11-01,4,2,1456,829,1207000
2015-11-01,4,2,1461,829,1211000
2015-11-01,4,3,1412,1108,1564000
2015-11-01,4,2,1466,829,1215000
2015-11-01,4,3,1415,1109,1569000
2015-11-01,4,2,1470,829,1219000
2015-11-01,4,3,1424,1109,1579000
2015-11-01,4,2,1480,829,1227000
2015-11-01,4,3,1430,1108,1584000
2015-11-01,4,3,1433,1109,1589000
2015-11-01,4,2,1490,829,1235000
2015-11-01,4,3,1415,1109,1569000
2015-11-01,2,3,1368,969,1326000
2015-11-01,2,3,1374,969,1331000
2015-11-01,2,3,1339,937,1255000
2015-11-01,2,3,1384,969,1341000
2015-11-01,2,3,1389,969,1346000
2015-11-01,2,3,1396,968,1351000
2015-11-01,2,3,1399,969,1356000
2015-11-01,2,3,1427,968,1381000
2015-11-01,2,3,1430,969,1386000
2015-11-01,2,3,1400,936,1310000
2015-11-01,2,3,1436,969,1391000
2015-11-01,6,4,1296,1529,1981000
2015-11-01,6,3,1361,1151,1566000
2015-11-01,6,4,1309,1485,1944000
2015-11-01,6,4,1313,1485,1950000
2015-11-01,6,3,1308,1528,1999000
2015-11-01,6,4,1325,1485,1968000
2015-11-01,6,4,1327,1529,2029000
2015-11-01,6,3,1394,1152,1606000
2015-11-01,6,4,1341,1485,1992000
2015-11-01,6,4,1345,1486,1998000
