address,district,nhood,proj_size,built,tenure,units,blocks,floors,bedrooms,developer
4 Meyappa Chettiar Road · 358453,D13,Toa Payoh,Medium (731 units),08 Jan 2019,99 years,731,6,18,"1, 2, 3, 4, 5",MCC Land
