address,district,nhood,proj_size,built,tenure,units,blocks,floors,bedrooms,developer
81 Pheng Geck Avenue · 348269,D13,Toa Payoh,Small (219 units),2014 (9 years),99 years,219,3,,"1, 2, 3",Qingjian Realty (Serangoon) Pte Ltd
