address,district,nhood,proj_size,built,tenure,units,blocks,floors,bedrooms,developer
8 Leicester Road · 358841,D13,Toa Payoh,Small (48 units),2008 (15 years),Freehold,48,1,14,3,Fortune Homes Pte Ltd
