address,district,nhood,proj_size,built,tenure,units,blocks,floors,bedrooms,developer
2 Leicester Road · 358831,D13,Toa Payoh,Small (16 units),2011 (12 years),Freehold,16,1,,,Whye Wah Development And Construction Pte Ltd
