address,district,nhood,proj_size,built,tenure,units,blocks,floors,bedrooms,developer
4 Tai Thong Crescent · 347838,D13,Toa Payoh,Small (266 units),2017 (6 years),99 years,266,6,,"1, 2, 3, 4",City Development Limited (CDL)
