address,district,nhood,proj_size,built,tenure,units,blocks,floors,bedrooms,developer
1 Leicester Road · 358828,D13,Toa Payoh,Small (194 units),2009 (14 years),Freehold,194,1,18,"2, 3, 4",Frasers Centrepoint Homes
