address,district,nhood,proj_size,built,tenure,units,blocks,floors,bedrooms,developer
33 Pheng Geck Avenue · 348228,D13,Toa Payoh,Medium (338 units),20 Jun 2016,99 years,338,5,18,"1, 2, 3, 4, 5, 6",Clerodendrum Land Pte Ltd
